feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,state
-0.012257,-0.012192,-0.01216,0.0,-0.01205,0.000435,20.976954,574.080627,0.000877,0.000956,-0.0,2.12949,0.976562,1.953125,6.835937,2.929688,0.193999,0.194337,0.0,0.008596,0.008619,0.00928,0.008683,0.000319,-19.509212,536.461365,0.00077,0.000695,-0.0,2.12949,0.976562,1.953125,6.835937,2.929688,0.146674,0.146908,stop
-0.012787,-0.012595,-0.012468,0.0,-0.012483,0.000412,27.177547,821.537781,0.001001,0.000993,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.202041,0.202162,0.0,0.00825,0.008293,0.00862,0.008338,0.000289,-23.373066,672.388428,0.000659,0.000673,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.138676,0.138917,stop
-0.012658,-0.01252,-0.012485,0.0,-0.01245,0.000401,29.130228,900.230957,0.000968,0.000969,-0.0,2.12949,0.976562,1.953125,4.882812,13.671875,0.202287,0.202454,0.0,0.008249,0.008291,0.00845,0.008289,0.00027,-28.339035,868.288391,0.000722,0.000673,-0.0,2.12949,0.976562,12.695313,6.835937,26.367187,0.137304,0.137488,stop
-0.012435,-0.012323,-0.012257,0.0,-0.012219,0.000398,28.33481,867.863159,0.001048,0.000972,-0.0,1.962227,0.976562,1.953125,2.929688,4.882812,0.198975,0.199114,0.0,0.008415,0.008532,0.008743,0.008521,0.000297,-23.079647,659.713013,0.000675,0.000683,-0.0,1.962227,0.976562,12.695313,3.90625,1.953125,0.140831,0.140885,stop
-0.012347,-0.012202,-0.012138,0.0,-0.012131,0.000388,29.75161,926.564697,0.000962,0.000989,-0.0,2.12949,0.976562,1.953125,3.90625,4.882812,0.198908,0.199173,0.0,0.008652,0.008725,0.008802,0.008702,0.000281,-29.073374,898.006042,0.000709,0.000696,-0.0,2.12949,0.976562,1.953125,3.90625,2.929688,0.142629,0.142684,stop
-0.012607,-0.012406,-0.012294,0.0,-0.012323,0.000403,27.941616,852.679565,0.000954,0.000993,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.202189,0.202373,0.0,0.008508,0.008608,0.008768,0.008577,0.000289,-25.565128,755.930969,0.000753,0.000693,-0.0,2.12949,0.976562,1.953125,2.929688,3.90625,0.140649,0.140821,stop
-0.012644,-0.012509,-0.012483,0.0,-0.01247,0.000394,30.925947,975.560425,0.000987,0.001007,-0.0,2.12949,0.976562,1.953125,25.390625,12.695313,0.205772,0.206002,0.0,0.008532,0.008561,0.008675,0.008548,0.000276,-29.084986,898.3396,0.000687,0.000663,-0.0,2.12949,0.976562,2.929688,12.695313,1.953125,0.139329,0.139384,stop
-0.01298,-0.012811,-0.012745,0.0,-0.012755,0.000405,30.415131,954.262146,0.001061,0.001021,-0.0,2.12949,0.976562,3.90625,5.859375,12.695313,0.207886,0.207916,0.0,0.008302,0.008339,0.008495,0.008327,0.00027,-28.787779,886.261963,0.000614,0.000688,-0.0,2.12949,0.976562,1.953125,12.695313,13.671875,0.138725,0.138968,stop
-0.012906,-0.012831,-0.012802,0.0,-0.012796,0.000402,31.586231,1003.42218,0.001069,0.001027,-0.0,2.12949,0.976562,3.90625,5.859375,12.695313,0.209047,0.209318,0.0,0.008341,0.008363,0.00846,0.008356,0.000265,-30.76816,968.905884,0.000676,0.000695,-0.0,2.12949,0.976562,1.953125,4.882812,3.90625,0.138501,0.138568,stop
-0.01356,-0.013411,-0.012878,0.0,-0.01303,0.000502,16.894785,438.779938,0.001089,0.001045,-0.0,2.12949,0.976562,1.953125,5.859375,4.882812,0.214455,0.214842,0.0,0.008033,0.008318,0.008529,0.00824,0.000329,-15.379837,380.024231,0.000578,0.00068,-0.0,2.12949,0.976562,1.953125,5.859375,4.882812,0.13548,0.135498,stop
